PartID,PricePerGB,Capacity,FormFactor,Interface,Cache,Type
9d11a986-d850-4aad-9dfa-71cffb38c86b,0.129,500.0,M.2-2280,M.2 PCIe 4.0 X4,512.0,SSD
19b30295-7bfd-4aa1-8a9a-9ba11a49db56,0.075,2000.0,M.2-2280,M.2 PCIe 4.0 X4,2048.0,SSD
1469999a-ae1b-426f-849f-c34d9872e9b3,0.027,2000.0,3.5,SATA 6.0 Gb/s,256.0,7200
84a1f37f-2908-4d4e-a351-d0e15e828080,0.052000000000000005,500.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
43198f2a-d728-41f9-babb-f25eaea85508,2.074,1200.0,PCIe,PCIe x4,,SSD
626edb26-a6bf-4117-9a21-544fa518dc0b,0.033,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
4cf610ff-acff-4b87-803e-189f715b7143,0.033,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
875577f2-7478-4cf8-b1a2-9313c3201e82,0.08600000000000001,500.0,2.5,SATA 6.0 Gb/s,512.0,SSD
7a3879c9-ab24-4f13-b8e0-60138baf314a,0.05,500.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
56375737-445e-4600-9d6c-8cbc83070433,0.1,120.0,2.5,SATA 6.0 Gb/s,,SSD
c7590352-49cf-4ec8-bf8a-c0e29a85da32,0.125,4000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
8e4e261b-757a-4a48-ad98-d3bd382cbe70,0.135,2000.0,M.2-2280,M.2 PCIe 5.0 X4,4096.0,SSD
ccb7fe26-97d3-4707-b5e2-b7241bd1bfa5,0.16,1000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
6146c700-f7e3-4aa4-af65-cd7806f78d47,0.077,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
db6c912a-0352-49b3-b663-8863b1ee8844,0.019,22000.0,3.5,SATA 6.0 Gb/s,512.0,7200
f25240d9-0417-44d7-95d1-e3c9afac7ef1,0.042,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
7c5349f5-a169-4c50-bc7d-6fbc4f441574,0.014,20000.0,3.5,SATA 6.0 Gb/s,256.0,7200
1348c7bf-73cf-4758-b4c7-c3dc3ed55a60,0.132,250.0,M.2-2280,M.2 PCIe 3.0 X4,512.0,SSD
12907782-a07f-4e5d-94d8-90bfe9da6e08,0.052000000000000005,2000.0,2.5,SATA 6.0 Gb/s,2048.0,SSD
1d86e924-07a9-4c8b-9010-1ea0f5a6c44f,0.067,1024.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
d3c864c7-98c3-43b0-9a1f-0740246e410e,0.135,2000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
3babe029-1aac-4846-b593-7243b361473e,0.034,4000.0,3.5,SATA 6.0 Gb/s,256.0,7200
47619c1e-248d-4022-8096-519b0c49a59d,0.035,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
72c5af3b-2ad4-423c-b5a6-feb9fece0cf7,0.031,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
d7ce37e1-abe7-493d-a41e-daf95307237d,0.065,2000.0,M.2-2280,M.2 PCIe 4.0 X4,2048.0,SSD
705e1de1-81ec-4920-b352-66abc0dcd701,0.08,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
7fb9cc45-8dbf-4f19-84fc-d9994b0f83c0,0.025,1000.0,3.5,SATA 6.0 Gb/s,64.0,7200
bd8794de-811f-4453-84b8-2a5201aa1203,0.065,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
9e6cfd14-1ada-46dd-a1a8-64cefc64a8b1,0.047,4000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
2e1c1e59-8869-442e-9c42-974ad69af0a3,0.064,480.0,2.5,SATA 6.0 Gb/s,,SSD
2207af6c-564d-4a02-be11-f218987b82f9,0.035,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
3d389041-d2f6-4dc5-8955-9857b332de1d,0.121,8000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
cdd38933-2cb0-4c20-a34e-eb454847fb8f,0.036000000000000004,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
8b54ef2c-bff2-45ee-afeb-27c835b3cdaf,0.058,500.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
9c771f6a-73f3-448d-a86c-28998fcbd54d,0.186,8000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
fb19b7f0-73f4-4e25-92c7-386a5c54ec6c,0.04,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
bdd60847-2679-4a11-83b5-26ef54b0891b,0.068,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
07d753b3-f31b-4e49-8187-c4db3cc121b5,0.066,500.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
2c5fb9b7-7649-4658-8db4-58926d339dcc,0.125,2000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
c81d2252-9a1d-4e4a-a1f1-1e56e36553a3,0.14200000000000002,1000.0,2.5,SATA 6.0 Gb/s,1024.0,SSD
cc7fcb1f-546b-4a8b-bf6e-6a4cab943413,0.107,8000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
8e4f5c77-f431-4a72-bbe9-05f28df85372,0.047,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
3b118fce-1604-4bf6-b7ed-1eb5b4039fdb,0.106,16000.0,2.5,SATA 6.0 Gb/s,,SSD
061d8ce2-4377-408d-b089-cb83fee0dd30,0.044,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
9271b859-d800-46eb-a54c-3d342d1d576a,0.047,512.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
b0dd3eee-24e3-422f-ab1a-108f68c708c4,0.073,1000.0,2.5,SATA 6.0 Gb/s,,SSD
2a84dd36-8471-4e51-95b5-334a5c8a7e34,0.06,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
30437f19-5347-4594-9b90-70872105b94b,0.051000000000000004,4000.0,2.5,SATA 6.0 Gb/s,,SSD
09af066d-7eb5-4f4e-802a-52f5ea9e3423,0.029,2000.0,3.5,SATA 6.0 Gb/s,64.0,7200
bc7f1de3-607f-49c6-a42c-2b71efff1bd9,0.15,1000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
c73d3b96-6328-40ee-9f00-43f1ec7e7b9b,0.024,500.0,2.5,SATA 3.0 Gb/s,16.0,5400
fa6c6573-e4be-4fc6-912f-97873fbc3945,0.055,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
7bbd267a-87bc-4ecb-98fe-35ec46eb6c53,0.035,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
1b1d0e62-1f45-4f1a-aa69-28e604b3fe07,0.035,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
3e972cc5-f0f1-4386-9fcc-8b5422908d28,0.095,500.0,M.2-2280,M.2 PCIe 4.0 X4,1024.0,SSD
41c1020b-6917-488d-8fe9-d599277c72ec,0.07,256.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
a29ffbaf-0515-4407-9ef7-34d6b27efcbb,0.15,500.0,2.5,SATA 6.0 Gb/s,512.0,SSD
829e2625-f979-497e-94a4-93a5cd4912ca,0.074,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
2e8a3140-bf7a-4836-95a7-9501b98cc574,0.02,8000.0,3.5,SATA 6.0 Gb/s,256.0,7200
bfc32b91-0d52-4778-bd07-b2bc81daf62a,0.052000000000000005,960.0,2.5,SATA 6.0 Gb/s,,SSD
b4f65faf-bac5-46ec-90f0-331ef285120d,0.045,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
3aec1ea8-fe95-4f45-837d-75cf537f1a38,0.04,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
c4dfbd8e-d6c2-4e6a-af22-e1ab45798f6e,0.075,1000.0,M.2-2280,M.2 PCIe 3.0 X4,1024.0,SSD
71284301-f966-46c7-8af4-fc1214a31141,0.075,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
ac549238-2ec4-4ea9-ac13-26a7a23a34f5,0.04,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
5237af3c-cbc0-493a-a4d5-919062a35b81,0.08,1000.0,M.2-2280,M.2 PCIe 4.0 X4,1024.0,SSD
8f0bb612-b6f4-433c-8387-0133862cbc83,0.07,500.0,2.5,SATA 6.0 Gb/s,512.0,SSD
68d91795-9e18-4919-8126-61348feeaaf4,0.067,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
1fe584f9-69b6-4487-89d5-468ff4fe9bc6,0.08700000000000001,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
2b106e90-7b85-48f6-9d1e-7ff974932e6d,0.032,2000.0,2.5,SATA 6.0 Gb/s,,SSD
e53945d1-8fd5-455f-9733-5c4d555ec42b,0.019,4000.0,3.5,SATA 6.0 Gb/s,256.0,5400
f463b3e6-c636-432c-80fa-948d00ac7b4c,0.039,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
f67f8c0f-ec8f-429c-8fee-1df5926c2c5c,0.08700000000000001,500.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
2c970aea-d49c-494b-886c-de5313bc9e84,0.04,4000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
452d6123-b7f8-423d-b571-4b1207da6d59,0.047,1000.0,2.5,SATA 6.0 Gb/s,,SSD
9a5ee725-60ca-47c7-a173-1c944ace82dc,0.065,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
0a496e85-bbfb-49c7-8788-996c261d6e38,0.033,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
4131237c-e065-4244-a719-6d405d13dc78,0.06,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
8d38738d-0c0f-496a-8dd5-c16627a0535c,0.1,250.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
52a81d77-f3bf-4e32-ab58-3644f8eb2986,0.09,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
9f6da09b-e4a7-4aa8-8c2d-1af44dbcf15c,0.014,18000.0,3.5,SATA 6.0 Gb/s,256.0,7200
dbb57485-39fe-4f11-80f8-6b4d8b1eb00e,0.039,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
6e464983-e08c-40a2-b4b1-44454163d8a9,0.06,2000.0,2.5,SATA 6.0 Gb/s,,SSD
99b20ffb-5fa2-4562-a964-d76e0f8dcab3,0.052000000000000005,4000.0,2.5,SATA 6.0 Gb/s,,SSD
598c0742-ab13-4462-8836-9504e7d50e91,0.051000000000000004,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
66067cb7-e13f-4e62-9e9e-5f751ff912f3,0.035,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
b24015bc-1d6d-46bb-98f5-02312ae3e6a6,0.063,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
a14a0837-b37e-4cb5-958c-70e5e993d955,0.02,4000.0,3.5,SATA 6.0 Gb/s,256.0,5400
5547c10f-97a1-49d5-aa9c-7e3478e5990d,0.037,1000.0,2.5,SATA 6.0 Gb/s,,SSD
0873993b-fe32-4457-9923-fcde665763b0,0.044,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
ecbd7dc9-2b05-43a1-a22e-46f1ae56fec0,0.1,500.0,M.2-2280,M.2 PCIe 3.0 X4,512.0,SSD
ca0aa948-d578-4d91-b011-1121bbdece67,0.036000000000000004,1000.0,2.5,SATA 6.0 Gb/s,,SSD
dbcfbb01-0edd-4eb7-8306-02c62e20099c,0.11900000000000001,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
65b7a706-e7f5-462e-8b34-2aaa07d11ed6,0.04,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
c98cedfd-e6d9-47ba-89df-925ebf21ff05,0.02,4000.0,3.5,SATA 6.0 Gb/s,256.0,5400
9abd1a26-a576-49cc-b42a-c59b50af94aa,0.158,120.0,2.5,SATA 6.0 Gb/s,,SSD
02687b99-8e8a-4e2e-af78-e58b4e3d51fa,0.114,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
9a447234-243a-404b-a598-e2e1c4eb9ca5,0.045,512.0,M.2-2280,M.2 SATA,,SSD
3afb947c-723d-47da-bbaa-409aa32b368b,0.07,1000.0,2.5,SATA 6.0 Gb/s,,SSD
593f00b4-846b-4180-92ef-8e324eca5f6e,0.045,512.0,2.5,SATA 6.0 Gb/s,,SSD
205f33ff-f70e-4828-a8dc-eb4fbae522e0,0.055,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
ac57c308-8278-4366-9056-8637e50a3f92,0.06,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
ef294eea-cf75-4f9e-ba2e-bc825bab837b,0.09,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
9c4fb1ca-395f-470e-b88a-cdc257cb260d,0.04,1000.0,3.5,SATA 6.0 Gb/s,64.0,5400
aecaab70-e139-433c-a032-624aaf182408,0.054,500.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
d95cd3f5-8c11-4d3d-a8fc-d0926bb1678b,0.032,4000.0,3.5,SATA 6.0 Gb/s,256.0,7200
7825e023-44ec-410d-ac99-2286d62117fe,0.058,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
7b6dc9e1-cd9a-4f76-b1e9-af347d8b1d99,0.033,2000.0,2.5,SATA 6.0 Gb/s,,SSD
655e951b-5cf5-4262-860d-854c06f0f2b0,0.106,500.0,2.5,SATA 6.0 Gb/s,,SSD
8011876e-e6e8-4838-95ee-1a9aff2f7773,0.14200000000000002,2000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
2a53a092-c18c-4403-bf51-2af451ef87cc,0.022,8000.0,3.5,SATA 6.0 Gb/s,256.0,7200
f5858900-a064-4be0-956b-f67129d193fa,0.09,1000.0,M.2-2280,M.2 PCIe 4.0 X4,1024.0,SSD
8229789e-b515-423c-bc4f-0bcdbde6dd1d,0.043000000000000003,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
9d2c4829-86e7-47cb-bdea-9c7ed3ccfcd9,0.039,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
4e30ba87-85c0-42a4-894d-bf7deb535070,0.04,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
e74b007e-30e5-4b1e-8ef8-81017f515901,0.023,22000.0,3.5,SATA 6.0 Gb/s,512.0,7200
7f856e4b-07f9-454a-bbbb-1ee1a43fbc22,0.04,500.0,3.5,SATA 6.0 Gb/s,16.0,7200
7cd480ec-03b6-4276-95f8-f0ecc7e74a1d,0.051000000000000004,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
5fefa2dd-e04d-490c-a175-099d0e948dac,0.062,4000.0,M.2-2280,M.2 PCIe 4.0 X4,4096.0,SSD
cb894f46-13ee-4197-919c-d6c3a8745c39,0.073,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
a0e26db0-6a41-44bb-aa72-18626d2eec75,0.117,128.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
9e3c97e6-3f22-4de4-bcc8-bb7c977f3a8b,0.06,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
2d6fb576-b78f-474a-9845-e7585c6b9311,0.07100000000000001,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
12ef4ccd-f6cb-4d0c-b9d1-08ac292e9222,0.019,22000.0,3.5,SATA 6.0 Gb/s,512.0,7200
361ccf6b-9b66-43bc-9424-d6fcddf613a4,0.037,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
b91ab372-9d67-4278-a354-94c65dbf5fe3,0.04,1000.0,2.5,SATA 6.0 Gb/s,,SSD
5b6056c8-c513-4a6b-9c09-8b5fc48f1231,0.04,2000.0,2.5,SATA 6.0 Gb/s,,SSD
d0d47c97-cb9d-48da-813c-678d2b364c38,0.075,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
df967cf1-95b3-4710-aabe-950e44a89ced,0.095,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
fdbb33a6-1223-41b4-b9e6-acf4a7f6f6af,0.15,2000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
238c31e4-b0d1-4b11-8d26-719ccfcc5add,0.043000000000000003,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
c349e848-8cc5-42b8-bcb3-6b8493ee3358,0.09,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
3defd498-d282-478c-8105-77319c23dc69,9.375,800.0,2.5,SAS 6.0 Gb/s,,SSD
91a51f08-17a1-487a-ba10-9c31ad2eca7d,0.117,250.0,2.5,SATA 6.0 Gb/s,512.0,SSD
a46fc316-0640-4ab8-bae2-62404cbd193b,0.017,16000.0,3.5,SATA 6.0 Gb/s,256.0,7200
0a2c141a-4236-447b-8a2c-f197284a5842,0.035,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
bd7d02ae-2ebf-44f0-9f05-8dd564b9899e,0.016,8000.0,3.5,SATA 6.0 Gb/s,128.0,5640
d2f8af8e-c418-4468-ba7e-eb6152130d2f,0.023,10000.0,3.5,SATA 6.0 Gb/s,256.0,7200
d4d13fe3-e18c-4ebf-b66a-cb2f1b07ada0,0.328,250.0,M.2-2280,M.2 PCIe 4.0 X4,512.0,SSD
9d2faa84-3711-4582-92a1-0a153be4a3f5,0.07,256.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
99d53fb5-9e97-43bc-be3e-d8c626344fc2,0.014,8000.0,3.5,SATA 6.0 Gb/s,256.0,5400
756f1d41-c4ce-49d8-a71e-36d591cf4feb,0.036000000000000004,960.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
22d6fe39-d8c1-4be9-bb05-3549cf8a138d,0.042,2000.0,3.5,SATA 6.0 Gb/s,64.0,7200
eb2dd0cf-948c-4045-9f2e-f020deecfa5c,0.05,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
ca88a5d8-171a-4379-8e0f-9e819db885f2,0.049,512.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
65f3f11f-b99d-4944-891a-5ca756425603,0.041,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
3d5ef25b-6fbd-4101-9aa4-5b7ce6e162b6,0.08,500.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
d6729818-94bb-4e8e-a855-b9b46e2a255e,0.088,250.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
a1a3a7d2-7585-472b-8acc-753218dcd252,0.035,4000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
54f411af-4717-4318-bb3d-abb398b32593,0.024,2000.0,3.5,SATA 6.0 Gb/s,256.0,5400
362060b0-2e6a-4a64-91e0-ffe61d9127df,0.017,16000.0,3.5,SATA 6.0 Gb/s,256.0,7200
8b2a0bec-5da4-42a6-9b3b-005522f621c7,0.06,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
73f46f58-149d-4146-ada2-32f60eb65ef4,0.023,20000.0,3.5,SATA 6.0 Gb/s,512.0,7200
e03a70ea-0fdd-40b6-b4f8-6d08b5980c9d,0.03,2000.0,2.5,SATA 6.0 Gb/s,,SSD
a9c4a6b6-a1a4-4535-b2bb-6a03475faa1c,0.049,1000.0,3.5,SATA 6.0 Gb/s,32.0,7200
6b2ce741-1a6f-4f78-9f5f-ea6573af4845,0.06,1020.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
118f1cc8-749b-4f0b-bc33-93c4d03bf99d,0.1,250.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
19149962-86bc-4fa4-84b0-be17652a5371,0.108,240.0,2.5,SATA 6.0 Gb/s,,SSD
49ab76e8-1f87-49bb-99c3-db11c57c783f,0.08,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
6434201c-97b2-4b27-ba10-326ee8a17171,0.11900000000000001,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
a3e60d57-02f9-44ba-b2d6-ecc500348498,0.042,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
d6f5e5a1-b552-4c16-b1e3-ec1fc3b207ab,0.055,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
9e53e63c-d9e7-404e-a8d3-a6a580240e68,0.049,512.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
66e49343-ee99-4daa-bc0c-862e13d78257,0.069,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
1f8a380a-4700-4319-9f8f-b3cb3e1a7eeb,0.168,1000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
181ebdfb-63e7-43bd-9088-e181e252bf0a,0.044,1000.0,2.5,SATA 6.0 Gb/s,,SSD
2c28f11e-f327-429d-8029-3f2f1771af67,0.064,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
cddd7a59-9467-49e9-91c2-ccfb6012bb2a,0.063,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
11da0a1c-a8e4-43ed-b804-4a3d1772b926,0.05,500.0,2.5,SATA 6.0 Gb/s,,SSD
6f1b2ec8-8c02-4c54-83c0-ea410e8738d7,0.014,14000.0,3.5,SATA 6.0 Gb/s,256.0,7200
c3e22ae0-aa94-40b2-82fd-f6527e0512a6,0.066,256.0,2.5,SATA 6.0 Gb/s,,SSD
4e54b33f-42a3-445e-ae47-59f1f3b80570,0.098,512.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
76269136-8e46-4edc-b80b-e4205a647546,0.015,3000.0,3.5,SATA 6.0 Gb/s,64.0,5400
453d4ca0-c855-44ff-982a-dc3c32ba8233,0.019,20000.0,3.5,SATA 6.0 Gb/s,512.0,7200
